Scan_Index,Domain,Bit_Name,Bit,Comment
165,RX,cntr_rx_ch3_ps_i_n[0],0,
166,RX,cntr_rx_ch3_ps_i_n[1],0,
167,RX,cntr_rx_ch3_ps_i_n[2],0,
168,RX,i_bias_rx_ch3_amp_s1_cg[0],0,
169,RX,i_bias_rx_ch3_amp_s1_cg[1],0,
170,RX,i_bias_rx_ch3_amp_s1_cg[2],0,
171,RX,i_bias_rx_ch3_amp_s1_cg[3],1,
172,RX,i_bias_rx_ch3_amp_s1_cg[4],0,
173,RX,i_bias_rx_ch3_amp_s1_cg[5],0,
174,RX,i_bias_rx_ch3_amp_s1_cs[0],0,
175,RX,i_bias_rx_ch3_amp_s1_cs[1],0,
176,RX,i_bias_rx_ch3_amp_s1_cs[2],0,
177,RX,i_bias_rx_ch3_amp_s1_cs[3],1,
178,RX,i_bias_rx_ch3_amp_s1_cs[4],0,
179,RX,i_bias_rx_ch3_amp_s1_cs[5],0,
180,RX,i_bias_rx_ch3_amp_s2[0],0,
181,RX,i_bias_rx_ch3_amp_s2[1],0,
182,RX,i_bias_rx_ch3_amp_s2[2],1,
183,RX,i_bias_rx_ch3_amp_s2[3],1,
184,RX,i_bias_rx_ch3_amp_s2[4],0,
185,RX,i_bias_rx_ch3_amp_s2[5],0,
186,RX,i_bias_rx_ch3_amp_s3[0],0,
187,RX,i_bias_rx_ch3_amp_s3[1],0,
188,RX,i_bias_rx_ch3_amp_s3[2],1,
189,RX,i_bias_rx_ch3_amp_s3[3],1,
190,RX,i_bias_rx_ch3_amp_s3[4],0,
191,RX,i_bias_rx_ch3_amp_s3[5],0,
192,RX,i_bias_rx_ch3_amp_s4[0],0,
193,RX,i_bias_rx_ch3_amp_s4[1],0,
194,RX,i_bias_rx_ch3_amp_s4[2],1,
195,RX,i_bias_rx_ch3_amp_s4[3],1,
196,RX,i_bias_rx_ch3_amp_s4[4],0,
197,RX,i_bias_rx_ch3_amp_s4[5],0,
198,RX,i_bias_rx_ch3_ps[0],0,
199,RX,i_bias_rx_ch3_ps[1],0,
200,RX,i_bias_rx_ch3_ps[2],1,
201,RX,i_bias_rx_ch3_ps[3],1,
202,RX,i_bias_rx_ch3_ps[4],0,
203,RX,i_bias_rx_ch3_ps[5],0,
204,RX,cntr_rx_ch4_ps_q_p[0],0,
205,RX,cntr_rx_ch4_ps_q_p[1],0,
206,RX,cntr_rx_ch4_ps_q_p[2],0,
207,RX,cntr_rx_ch4_ps_q_n[0],0,
208,RX,cntr_rx_ch4_ps_q_n[1],0,
209,RX,cntr_rx_ch4_ps_q_n[2],0,
210,RX,cntr_rx_ch4_ps_i_p[0],1,
211,RX,cntr_rx_ch4_ps_i_p[1],1,
212,RX,cntr_rx_ch4_ps_i_p[2],1,
213,RX,cntr_rx_ch4_ps_i_n[0],0,
214,RX,cntr_rx_ch4_ps_i_n[1],0,
215,RX,cntr_rx_ch4_ps_i_n[2],0,
216,RX,i_bias_rx_ch4_amp_s1_cg[0],0,
217,RX,i_bias_rx_ch4_amp_s1_cg[1],0,
218,RX,i_bias_rx_ch4_amp_s1_cg[2],0,
219,RX,i_bias_rx_ch4_amp_s1_cg[3],1,
220,RX,i_bias_rx_ch4_amp_s1_cg[4],0,
221,RX,i_bias_rx_ch4_amp_s1_cg[5],0,
222,RX,i_bias_rx_ch4_amp_s1_cs[0],0,
223,RX,i_bias_rx_ch4_amp_s1_cs[1],0,
224,RX,i_bias_rx_ch4_amp_s1_cs[2],0,
225,RX,i_bias_rx_ch4_amp_s1_cs[3],1,
226,RX,i_bias_rx_ch4_amp_s1_cs[4],0,
227,RX,i_bias_rx_ch4_amp_s1_cs[5],0,
228,RX,i_bias_rx_ch4_amp_s2[0],0,
229,RX,i_bias_rx_ch4_amp_s2[1],0,
230,RX,i_bias_rx_ch4_amp_s2[2],1,
231,RX,i_bias_rx_ch4_amp_s2[3],1,
232,RX,i_bias_rx_ch4_amp_s2[4],0,
233,RX,i_bias_rx_ch4_amp_s2[5],0,
234,RX,i_bias_rx_ch4_amp_s3[0],0,
235,RX,i_bias_rx_ch4_amp_s3[1],0,
236,RX,i_bias_rx_ch4_amp_s3[2],1,
237,RX,i_bias_rx_ch4_amp_s3[3],1,
238,RX,i_bias_rx_ch4_amp_s3[4],0,
239,RX,i_bias_rx_ch4_amp_s3[5],0,
240,RX,i_bias_rx_ch4_amp_s4[0],0,
241,RX,i_bias_rx_ch4_amp_s4[1],0,
242,RX,i_bias_rx_ch4_amp_s4[2],1,
243,RX,i_bias_rx_ch4_amp_s4[3],1,
244,RX,i_bias_rx_ch4_amp_s4[4],0,
245,RX,i_bias_rx_ch4_amp_s4[5],0,
246,RX,i_bias_rx_ch4_ps[0],0,
247,RX,i_bias_rx_ch4_ps[1],0,
248,RX,i_bias_rx_ch4_ps[2],1,
249,RX,i_bias_rx_ch4_ps[3],1,
250,RX,i_bias_rx_ch4_ps[4],0,
251,RX,i_bias_rx_ch4_ps[5],0,
252,RX,i_bias_rx_comm_amp_s1[0],0,
253,RX,i_bias_rx_comm_amp_s1[1],0,
254,RX,i_bias_rx_comm_amp_s1[2],1,
255,RX,i_bias_rx_comm_amp_s1[3],1,
256,RX,i_bias_rx_comm_amp_s1[4],0,
257,RX,i_bias_rx_comm_amp_s1[5],0,
258,RX,i_bias_rx_comm_amp_s2[0],0,
259,RX,i_bias_rx_comm_amp_s2[1],0,
260,RX,i_bias_rx_comm_amp_s2[2],1,
261,RX,i_bias_rx_comm_amp_s2[3],1,
262,RX,i_bias_rx_comm_amp_s2[4],0,
263,RX,i_bias_rx_comm_amp_s2[5],0,
264,RX,i_bias_rx_comm_amp_s3[0],0,
265,RX,i_bias_rx_comm_amp_s3[1],0,
266,RX,i_bias_rx_comm_amp_s3[2],1,
267,RX,i_bias_rx_comm_amp_s3[3],1,
268,RX,i_bias_rx_comm_amp_s3[4],0,
269,RX,i_bias_rx_comm_amp_s3[5],0,
270,RX,rx_padding[0],0,
271,RX,rx_padding[1],0,
272,RX,rx_padding[2],0,
273,RX,rx_padding[3],0,
274,RX,rx_padding[4],0,
275,RX,rx_padding[5],0,
276,RX,rx_padding[6],0,
277,RX,rx_padding[7],0,
278,RX,rx_padding[8],0,
279,RX,rx_padding[9],0,
280,RX,rx_padding[10],0,
281,RX,rx_padding[11],0,
282,RX,rx_padding[12],0,
283,RX,rx_padding[13],0,
284,RX,rx_padding[14],0,
285,RX,rx_padding[15],0,
286,RX,rx_padding[16],0,
287,RX,rx_padding[17],0,
288,RX,rx_padding[18],0,
289,RX,rx_padding[19],0,
290,RX,rx_padding[20],0,
291,RX,rx_padding[21],0,
292,RX,rx_padding[22],0,
293,RX,rx_padding[23],0,
294,RX,rx_padding[24],0,
295,RX,rx_padding[25],0,
296,RX,rx_padding[26],0,
297,RX,rx_padding[27],0,
298,RX,rx_padding[28],0,
299,RX,rx_padding[29],0,
300,TX,cntr_tx_ch1_ps_q_p[0],0,
301,TX,cntr_tx_ch1_ps_q_p[1],0,
302,TX,cntr_tx_ch1_ps_q_p[2],0,
303,TX,cntr_tx_ch1_ps_q_n[0],0,
304,TX,cntr_tx_ch1_ps_q_n[1],0,
305,TX,cntr_tx_ch1_ps_q_n[2],0,
306,TX,cntr_tx_ch1_ps_i_p[0],1,
307,TX,cntr_tx_ch1_ps_i_p[1],1,
308,TX,cntr_tx_ch1_ps_i_p[2],1,
309,TX,cntr_tx_ch1_ps_i_n[0],0,
310,TX,cntr_tx_ch1_ps_i_n[1],0,
311,TX,cntr_tx_ch1_ps_i_n[2],0,
312,TX,i_bias_tx_ch1_pa_s1[0],0,
313,TX,i_bias_tx_ch1_pa_s1[1],0,
314,TX,i_bias_tx_ch1_pa_s1[2],1,
315,TX,i_bias_tx_ch1_pa_s1[3],1,
316,TX,i_bias_tx_ch1_pa_s1[4],0,
317,TX,i_bias_tx_ch1_pa_s1[5],0,
318,TX,i_bias_tx_ch1_pa_s2[0],0,
319,TX,i_bias_tx_ch1_pa_s2[1],1,
320,TX,i_bias_tx_ch1_pa_s2[2],0,
321,TX,i_bias_tx_ch1_pa_s2[3],1,
322,TX,i_bias_tx_ch1_pa_s2[4],0,
323,TX,i_bias_tx_ch1_pa_s2[5],0,
324,TX,i_bias_tx_ch1_pa_s3[0],0,
325,TX,i_bias_tx_ch1_pa_s3[1],1,
326,TX,i_bias_tx_ch1_pa_s3[2],0,
327,TX,i_bias_tx_ch1_pa_s3[3],1,
328,TX,i_bias_tx_ch1_pa_s3[4],0,
329,TX,i_bias_tx_ch1_pa_s3[5],0,
330,TX,i_bias_tx_ch1_ps[0],0,
331,TX,i_bias_tx_ch1_ps[1],0,
332,TX,i_bias_tx_ch1_ps[2],1,
333,TX,i_bias_tx_ch1_ps[3],1,
334,TX,i_bias_tx_ch1_ps[4],0,
335,TX,i_bias_tx_ch1_ps[5],0,
336,TX,cntr_tx_ch2_ps_q_p[0],0,
337,TX,cntr_tx_ch2_ps_q_p[1],0,
338,TX,cntr_tx_ch2_ps_q_p[2],0,
339,TX,cntr_tx_ch2_ps_q_n[0],0,
340,TX,cntr_tx_ch2_ps_q_n[1],0,
341,TX,cntr_tx_ch2_ps_q_n[2],0,
342,TX,cntr_tx_ch2_ps_i_p[0],1,
343,TX,cntr_tx_ch2_ps_i_p[1],1,
344,TX,cntr_tx_ch2_ps_i_p[2],1,
345,TX,cntr_tx_ch2_ps_i_n[0],0,
346,TX,cntr_tx_ch2_ps_i_n[1],0,
347,TX,cntr_tx_ch2_ps_i_n[2],0,
348,TX,i_bias_tx_ch2_amp_s1[0],0,
349,TX,i_bias_tx_ch2_amp_s1[1],0,
350,TX,i_bias_tx_ch2_amp_s1[2],1,
351,TX,i_bias_tx_ch2_amp_s1[3],1,
352,TX,i_bias_tx_ch2_amp_s1[4],0,
353,TX,i_bias_tx_ch2_amp_s1[5],0,
354,TX,i_bias_tx_ch2_amp_s2[0],0,
355,TX,i_bias_tx_ch2_amp_s2[1],1,
356,TX,i_bias_tx_ch2_amp_s2[2],0,
357,TX,i_bias_tx_ch2_amp_s2[3],1,
358,TX,i_bias_tx_ch2_amp_s2[4],0,
359,TX,i_bias_tx_ch2_amp_s2[5],0,
360,TX,i_bias_tx_ch2_amp_s3[0],0,
361,TX,i_bias_tx_ch2_amp_s3[1],1,
362,TX,i_bias_tx_ch2_amp_s3[2],0,
363,TX,i_bias_tx_ch2_amp_s3[3],1,
364,TX,i_bias_tx_ch2_amp_s3[4],0,
365,TX,i_bias_tx_ch2_amp_s3[5],0,
366,TX,i_bias_tx_ch2_ps[0],0,
367,TX,i_bias_tx_ch2_ps[1],0,
368,TX,i_bias_tx_ch2_ps[2],1,
369,TX,i_bias_tx_ch2_ps[3],1,
370,TX,i_bias_tx_ch2_ps[4],0,
371,TX,i_bias_tx_ch2_ps[5],0,
372,TX,cntr_tx_ch3_ps_q_p[0],0,
373,TX,cntr_tx_ch3_ps_q_p[1],0,
374,TX,cntr_tx_ch3_ps_q_p[2],0,
375,TX,cntr_tx_ch3_ps_q_n[0],0,
376,TX,cntr_tx_ch3_ps_q_n[1],0,
377,TX,cntr_tx_ch3_ps_q_n[2],0,
378,TX,cntr_tx_ch3_ps_i_p[0],1,
379,TX,cntr_tx_ch3_ps_i_p[1],1,
380,TX,cntr_tx_ch3_ps_i_p[2],1,
381,TX,cntr_tx_ch3_ps_i_n[0],0,
382,TX,cntr_tx_ch3_ps_i_n[1],0,
383,TX,cntr_tx_ch3_ps_i_n[2],0,
384,TX,i_bias_tx_ch3_amp_s1[0],0,
385,TX,i_bias_tx_ch3_amp_s1[1],0,
386,TX,i_bias_tx_ch3_amp_s1[2],1,
387,TX,i_bias_tx_ch3_amp_s1[3],1,
388,TX,i_bias_tx_ch3_amp_s1[4],0,
389,TX,i_bias_tx_ch3_amp_s1[5],0,
390,TX,i_bias_tx_ch3_amp_s2[0],0,
391,TX,i_bias_tx_ch3_amp_s2[1],1,
392,TX,i_bias_tx_ch3_amp_s2[2],0,
393,TX,i_bias_tx_ch3_amp_s2[3],1,
394,TX,i_bias_tx_ch3_amp_s2[4],0,
395,TX,i_bias_tx_ch3_amp_s2[5],0,
396,TX,i_bias_tx_ch3_amp_s3[0],0,
397,TX,i_bias_tx_ch3_amp_s3[1],1,
398,TX,i_bias_tx_ch3_amp_s3[2],0,
399,TX,i_bias_tx_ch3_amp_s3[3],1,
400,TX,i_bias_tx_ch3_amp_s3[4],0,
401,TX,i_bias_tx_ch3_amp_s3[5],0,
402,TX,i_bias_tx_ch3_ps[0],0,
403,TX,i_bias_tx_ch3_ps[1],0,
404,TX,i_bias_tx_ch3_ps[2],1,
405,TX,i_bias_tx_ch3_ps[3],1,
406,TX,i_bias_tx_ch3_ps[4],0,
407,TX,i_bias_tx_ch3_ps[5],0,
408,TX,cntr_tx_ch4_ps_q_p[0],0,
409,TX,cntr_tx_ch4_ps_q_p[1],0,
410,TX,cntr_tx_ch4_ps_q_p[2],0,
411,TX,cntr_tx_ch4_ps_q_n[0],0,
412,TX,cntr_tx_ch4_ps_q_n[1],0,
413,TX,cntr_tx_ch4_ps_q_n[2],0,
414,TX,cntr_tx_ch4_ps_i_p[0],1,
415,TX,cntr_tx_ch4_ps_i_p[1],1,
416,TX,cntr_tx_ch4_ps_i_p[2],1,
417,TX,cntr_tx_ch4_ps_i_n[0],0,
418,TX,cntr_tx_ch4_ps_i_n[1],0,
419,TX,cntr_tx_ch4_ps_i_n[2],0,
420,TX,i_bias_tx_ch4_amp_s1[0],0,
421,TX,i_bias_tx_ch4_amp_s1[1],0,
422,TX,i_bias_tx_ch4_amp_s1[2],1,
423,TX,i_bias_tx_ch4_amp_s1[3],1,
424,TX,i_bias_tx_ch4_amp_s1[4],0,
425,TX,i_bias_tx_ch4_amp_s1[5],0,
426,TX,i_bias_tx_ch4_amp_s2[0],0,
427,TX,i_bias_tx_ch4_amp_s2[1],1,
428,TX,i_bias_tx_ch4_amp_s2[2],0,
429,TX,i_bias_tx_ch4_amp_s2[3],1,
430,TX,i_bias_tx_ch4_amp_s2[4],0,
431,TX,i_bias_tx_ch4_amp_s2[5],0,
432,TX,i_bias_tx_ch4_amp_s3[0],0,
433,TX,i_bias_tx_ch4_amp_s3[1],1,
434,TX,i_bias_tx_ch4_amp_s3[2],0,
435,TX,i_bias_tx_ch4_amp_s3[3],1,
436,TX,i_bias_tx_ch4_amp_s3[4],0,
437,TX,i_bias_tx_ch4_amp_s3[5],0,
438,TX,i_bias_tx_ch4_ps[0],0,
439,TX,i_bias_tx_ch4_ps[1],0,
440,TX,i_bias_tx_ch4_ps[2],1,
441,TX,i_bias_tx_ch4_ps[3],1,
442,TX,i_bias_tx_ch4_ps[4],0,
443,TX,i_bias_tx_ch4_ps[5],0,
444,TX,i_bias_tx_split2_ch2_amp_s2[0],0,
445,TX,i_bias_tx_split2_ch2_amp_s2[1],0,
446,TX,i_bias_tx_split2_ch2_amp_s2[2],1,
447,TX,i_bias_tx_split2_ch2_amp_s2[3],1,
448,TX,i_bias_tx_split2_ch2_amp_s2[4],0,
449,TX,i_bias_tx_split2_ch2_amp_s2[5],0,
450,TX,i_bias_tx_split2_ch2_amp_s1[0],0,
451,TX,i_bias_tx_split2_ch2_amp_s1[1],0,
452,TX,i_bias_tx_split2_ch2_amp_s1[2],1,
453,TX,i_bias_tx_split2_ch2_amp_s1[3],1,
454,TX,i_bias_tx_split2_ch2_amp_s1[4],0,
455,TX,i_bias_tx_split2_ch2_amp_s1[5],0,
456,TX,i_bias_tx_split2_ch1_amp_s1[0],0,
457,TX,i_bias_tx_split2_ch1_amp_s1[1],0,
458,TX,i_bias_tx_split2_ch1_amp_s1[2],1,
459,TX,i_bias_tx_split2_ch1_amp_s1[3],1,
460,TX,i_bias_tx_split2_ch1_amp_s1[4],0,
461,TX,i_bias_tx_split2_ch1_amp_s1[5],0,
462,TX,i_bias_tx_split2_ch1_amp_s2[0],0,
463,TX,i_bias_tx_split2_ch1_amp_s2[1],0,
464,TX,i_bias_tx_split2_ch1_amp_s2[2],1,
465,TX,i_bias_tx_split2_ch1_amp_s2[3],1,
466,TX,i_bias_tx_split2_ch1_amp_s2[4],0,
467,TX,i_bias_tx_split2_ch1_amp_s2[5],0,
468,TX,i_bias_tx_split2_ch4_amp_s2[0],0,
469,TX,i_bias_tx_split2_ch4_amp_s2[1],0,
470,TX,i_bias_tx_split2_ch4_amp_s2[2],1,
471,TX,i_bias_tx_split2_ch4_amp_s2[3],1,
472,TX,i_bias_tx_split2_ch4_amp_s2[4],0,
473,TX,i_bias_tx_split2_ch4_amp_s2[5],0,
474,TX,i_bias_tx_split2_ch4_amp_s1[0],0,
475,TX,i_bias_tx_split2_ch4_amp_s1[1],0,
476,TX,i_bias_tx_split2_ch4_amp_s1[2],1,
477,TX,i_bias_tx_split2_ch4_amp_s1[3],1,
478,TX,i_bias_tx_split2_ch4_amp_s1[4],0,
479,TX,i_bias_tx_split2_ch4_amp_s1[5],0,
480,TX,i_bias_tx_split2_ch3_amp_s1[0],0,
481,TX,i_bias_tx_split2_ch3_amp_s1[1],0,
482,TX,i_bias_tx_split2_ch3_amp_s1[2],1,
483,TX,i_bias_tx_split2_ch3_amp_s1[3],1,
484,TX,i_bias_tx_split2_ch3_amp_s1[4],0,
485,TX,i_bias_tx_split2_ch3_amp_s1[5],0,
486,TX,i_bias_tx_split2_ch3_amp_s2[0],0,
487,TX,i_bias_tx_split2_ch3_amp_s2[1],0,
488,TX,i_bias_tx_split2_ch3_amp_s2[2],1,
489,TX,i_bias_tx_split2_ch3_amp_s2[3],1,
490,TX,i_bias_tx_split2_ch3_amp_s2[4],0,
491,TX,i_bias_tx_split2_ch3_amp_s2[5],0,
492,TX,i_bias_tx_split1_amp_s1[0],0,
493,TX,i_bias_tx_split1_amp_s1[1],0,
494,TX,i_bias_tx_split1_amp_s1[2],1,
495,TX,i_bias_tx_split1_amp_s1[3],1,
496,TX,i_bias_tx_split1_amp_s1[4],0,
497,TX,i_bias_tx_split1_amp_s1[5],0,
498,TX,i_bias_tx_split1_amp_s2[0],0,
499,TX,i_bias_tx_split1_amp_s2[1],0,
500,TX,i_bias_tx_split1_amp_s2[2],1,
501,TX,i_bias_tx_split1_amp_s2[3],1,
502,TX,i_bias_tx_split1_amp_s2[4],0,
503,TX,i_bias_tx_split1_amp_s2[5],0,
504,TX,i_bias_tx_comm_amp_s1[0],0,
505,TX,i_bias_tx_comm_amp_s1[1],0,
506,TX,i_bias_tx_comm_amp_s1[2],1,
507,TX,i_bias_tx_comm_amp_s1[3],1,
508,TX,i_bias_tx_comm_amp_s1[4],0,
509,TX,i_bias_tx_comm_amp_s1[5],0,
510,TX,i_bias_tx_comm_amp_s2[0],0,
511,TX,i_bias_tx_comm_amp_s2[1],0,
512,TX,i_bias_tx_comm_amp_s2[2],1,
513,TX,i_bias_tx_comm_amp_s2[3],1,
514,TX,i_bias_tx_comm_amp_s2[4],0,
515,TX,i_bias_tx_comm_amp_s2[5],0,
516,TX,i_bias_tx_comm_amp_s3[0],0,
517,TX,i_bias_tx_comm_amp_s3[1],0,
