Scan_Index,Domain,Bit_Name,Bit,Comment
24,TX,IB_PA_S2_CTRL_I[5],0,
23,TX,IB_PA_S1_CTRL_I[0],0,
22,TX,IB_PA_S1_CTRL_I[1],0,
21,TX,IB_PA_S1_CTRL_I[2],0,
20,TX,IB_PA_S1_CTRL_I[3],0,
19,TX,IB_PA_S1_CTRL_I[4],0,
18,TX,IB_PA_S1_CTRL_I[5],1,
17,TX,IB_VCM_REF_CTRL_I[0],1,
16,TX,IB_VCM_REF_CTRL_I[1],0,
15,TX,IB_VCM_REF_CTRL_I[2],0,
14,TX,IB_VCM_REF_CTRL_I[3],1,
13,TX,IB_VCM_REF_CTRL_I[4],1,
12,TX,IB_VCM_REF_CTRL_I[5],0,
11,TX,IB_AMP2_CTRL_I[0],1,
10,TX,IB_AMP2_CTRL_I[1],0,
9,TX,IB_AMP2_CTRL_I[2],1,
8,TX,IB_AMP2_CTRL_I[3],1,
7,TX,IB_AMP2_CTRL_I[4],1,
6,TX,IB_AMP2_CTRL_I[5],0,
5,TX,IB_CMIN_CTRL_I[0],1,
4,TX,IB_CMIN_CTRL_I[1],0,
3,TX,IB_CMIN_CTRL_I[2],0,
2,TX,IB_CMIN_CTRL_I[3],0,
1,TX,IB_CMIN_CTRL_I[4],0,
0,TX,IB_CMIN_CTRL_I[5],0,
