Scan_Index,Domain,Bit_Name,Bit,Comment
48,TX,TX_VOLT_CTRL_IE[27],1,
47,TX,TX_VOLT_CTRL_IE[28],1,
46,TX,TX_VOLT_CTRL_IE[29],1,
45,TX,TX_VOLT_CTRL_IE[30],0,
44,TX,TX_VOLT_CTRL_IE[31],0,
43,TX,DCOC_SP_IE[0],0,
42,TX,DCOC_SN_IE[0],0,
41,TX,CMFB_EN_IE[0],1,
40,TX,IDCOC_EN_IE[0],1,
39,TX,IDCOC_EN_IE[1],0,
38,TX,IDCOC_EN_IE[2],0,
37,TX,IB_CMFB_EN_IE[0],0,
36,TX,IB_CMFB_EN_IE[1],1,
35,TX,IB_PA_S3_CTRL_I[0],0,606mV
34,TX,IB_PA_S3_CTRL_I[1],0,606mV
33,TX,IB_PA_S3_CTRL_I[2],0,606mV
32,TX,IB_PA_S3_CTRL_I[3],0,606mV
31,TX,IB_PA_S3_CTRL_I[4],1,606mV
30,TX,IB_PA_S3_CTRL_I[5],1,606mV
29,TX,IB_PA_S2_CTRL_I[0],0,505mV
28,TX,IB_PA_S2_CTRL_I[1],0,505mV
27,TX,IB_PA_S2_CTRL_I[2],0,505mV
26,TX,IB_PA_S2_CTRL_I[3],0,505mV
25,TX,IB_PA_S2_CTRL_I[4],0,505mV
24,TX,IB_PA_S2_CTRL_I[5],1,505mV
23,TX,IB_PA_S1_CTRL_I[0],0,621mV
22,TX,IB_PA_S1_CTRL_I[1],0,621mV
21,TX,IB_PA_S1_CTRL_I[2],0,621mV
20,TX,IB_PA_S1_CTRL_I[3],0,621mV
19,TX,IB_PA_S1_CTRL_I[4],0,621mV
18,TX,IB_PA_S1_CTRL_I[5],1,621mV
17,TX,IB_VCM_REF_CTRL_I[0],1,
16,TX,IB_VCM_REF_CTRL_I[1],0,
15,TX,IB_VCM_REF_CTRL_I[2],0,
14,TX,IB_VCM_REF_CTRL_I[3],0,
13,TX,IB_VCM_REF_CTRL_I[4],1,
12,TX,IB_VCM_REF_CTRL_I[5],0,
11,TX,IB_AMP2_CTRL_I[0],0,
10,TX,IB_AMP2_CTRL_I[1],1,
9,TX,IB_AMP2_CTRL_I[2],1,
8,TX,IB_AMP2_CTRL_I[3],0,
7,TX,IB_AMP2_CTRL_I[4],1,
6,TX,IB_AMP2_CTRL_I[5],0,
5,TX,IB_CMIN_CTRL_I[0],1,
4,TX,IB_CMIN_CTRL_I[1],1,
3,TX,IB_CMIN_CTRL_I[2],1,
2,TX,IB_CMIN_CTRL_I[3],0,
1,TX,IB_CMIN_CTRL_I[4],0,
0,TX,IB_CMIN_CTRL_I[5],0,
